CÓDIGO,AÑO DE INGRESO,REGIÓN,DEPARTAMENTO,DISTRITO,SEXO,EDAD,ESTUDIOS ALCANZADOS,OCUPACIÓN,CARRERA PROFESIONAL O TÉCNICA
MCC-2020-5225,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,28,MAESTRIA,LABORANDO,NO INFORMO
MCC-2020-6462,2020,CUSCO,CHUMBIVILCAS,SANTO TOMAS,F,44,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-2137,2020,CUSCO,ANTA,ANTA,M,26,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2020-2558,2020,CUSCO,LA CONVENCION,SANTA ANA,F,44,LICENCIADO/BACHILLER,LABORANDO,EDUCACION
MCC-2020-2562,2020,CUSCO,LA CONVENCION,SANTA ANA,M,32,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2020-2178,2020,CUSCO,CANCHIS,SAN PEDRO,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-2244,2020,CUSCO,CUSCO,CUSCO,M,34,ESTUDIANTE PREGRADO,ESTUDIANTE,TOPOGRAFIA
MCC-2020-2192,2020,CUSCO,CANCHIS,SICUANI,F,27,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-2568,2020,CUSCO,LA CONVENCION,SANTA ANA,M,30,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2020-2567,2020,CUSCO,LA CONVENCION,SANTA ANA,M,40,LICENCIADO/BACHILLER,DESEMPLEADO,CONSTRUCCION CIVIL
MCC-2020-2204,2020,CUSCO,CANCHIS,SICUANI,M,38,LICENCIADO/BACHILLER,COMERCIO,CONTABILIDAD
MCC-2020-2563,2020,CUSCO,LA CONVENCION,SANTA ANA,M,27,LICENCIADO/BACHILLER,LABORANDO,TECNICO EN ELECTROTECNIA INDUSTRIAL
MCC-2020-2195,2020,CUSCO,CANCHIS,SICUANI,M,28,LICENCIADO/BACHILLER,OPERADOR,ENFERMERIA
MCC-2020-2551,2020,CUSCO,LA CONVENCION,OCOBAMBA-KAQUEYCAYBAMBA,M,29,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2020-2390,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,TOPOGRAFIA
MCC-2020-2196,2020,CUSCO,CANCHIS,SICUANI,F,36,ESTUDIANTE PREGRADO,ESTUDIANTE,TRABAJO SOCIAL
MCC-2020-2382,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,31,LICENCIADO/BACHILLER,INGENIERIA,ADMINISTRACION DE TURISMO
MCC-2020-7645,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,44,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2020-8944,2020,CUSCO,LA CONVENCION,PICHARI,F,43,LICENCIADO/BACHILLER,DESEMPLEADO,ARQUITECTURA
MCC-2020-8328,2020,CUSCO,CUSCO,SAN JERONIMO,M,34,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2020-8026,2020,CUSCO,CALCA,PISAC,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2020-8228,2020,CUSCO,CUSCO,SANTIAGO,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-8676,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,24,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2020-7217,2020,CUSCO,CUSCO,SAN JERONIMO,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7226,2020,CUSCO,CUSCO,SANTIAGO,M,34,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2020-7234,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,53,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2020-7263,2020,CUSCO,CANCHIS,CHECACUPE,F,26,ESTUDIANTE PREGRADO,LABORANDO,CIENCIAS SOCIALES
MCC-2020-7269,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7275,2020,CUSCO,CUSCO,SANTIAGO,M,32,LICENCIADO/BACHILLER,INDEPENDIENTE,CONTABILIDAD
MCC-2020-7296,2020,CUSCO,CANCHIS,SICUANI,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-7297,2020,CUSCO,CANCHIS,SICUANI,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-7301,2020,CUSCO,CANCHIS,SICUANI,M,31,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS SOCIALES
MCC-2020-7331,2020,CUSCO,ANTA,CACHIMAYO,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,COMPUTACION E INFORMATICA
MCC-2020-7332,2020,CUSCO,CANCHIS,SAN PEDRO,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2020-7344,2020,CUSCO,CUSCO,CUSCO,M,31,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2020-7383,2020,CUSCO,LA CONVENCION,SANTA ANA,M,30,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2020-7385,2020,CUSCO,CUSCO,WANCHAQ,M,29,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2020-7392,2020,CUSCO,CUSCO,SANTIAGO,F,27,ESTUDIANTE PREGRADO,INGENIERIA,DERECHO
MCC-2020-7399,2020,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,M,33,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS SOCIALES
MCC-2020-7406,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,33,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2020-7409,2020,CUSCO,URUBAMBA,URUBAMBA,M,26,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2020-7412,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7432,2020,CUSCO,CANCHIS,SICUANI,F,23,LICENCIADO/BACHILLER,INGENIERIA,CONTABILIDAD
MCC-2020-7435,2020,CUSCO,CUSCO,SANTIAGO,M,30,SECUNDARIA,ESTUDIANTE,DERECHO
MCC-2020-7437,2020,CUSCO,CANCHIS,SICUANI,M,22,SECUNDARIA,DESEMPLEADO,NO INFORMO
MCC-2020-7465,2020,CUSCO,CUSCO,SAN JERONIMO,M,31,MAESTRIA,INDEPENDIENTE,CONTABILIDAD
MCC-2020-7487,2020,CUSCO,CUSCO,SANTIAGO,F,27,ESTUDIANTE PREGRADO,LABORANDO,ARQUITECTURA
MCC-2020-7549,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2020-7558,2020,CUSCO,CANCHIS,SICUANI,F,29,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-7559,2020,CUSCO,CANAS,KUNTURKANKI,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7567,2020,CUSCO,CANCHIS,SICUANI,M,24,ESTUDIANTE PREGRADO,PRACTICANTE,CONTABILIDAD
MCC-2020-7568,2020,CUSCO,LA CONVENCION,SANTA ANA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7570,2020,CUSCO,CANCHIS,SICUANI,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7586,2020,CUSCO,CANAS,LANGUI,F,26,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7610,2020,CUSCO,CANCHIS,SICUANI,M,28,LICENCIADO/BACHILLER,INDEPENDIENTE,CONTABILIDAD
MCC-2020-7614,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,33,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2020-7625,2020,CUSCO,CUSCO,SAN JERONIMO,M,31,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-7631,2020,CUSCO,CANCHIS,SICUANI,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-7646,2020,CUSCO,QUISPICANCHI,OROPESA,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-7667,2020,CUSCO,CANCHIS,PITUMARCA,M,23,ESTUDIANTE PREGRADO,LABORANDO,ECONOMIA
MCC-2020-7668,2020,CUSCO,CANCHIS,SICUANI,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-7669,2020,CUSCO,QUISPICANCHI,URCOS,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-7713,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,29,LICENCIADO/BACHILLER,INDEPENDIENTE,PSICOLOGIA
MCC-2020-7717,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,26,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2020-7726,2020,CUSCO,CUSCO,SANTIAGO,F,26,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2020-7734,2020,CUSCO,URUBAMBA,OLLANTAYTAMBO,M,25,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2020-7752,2020,CUSCO,LA CONVENCION,SANTA ANA,M,42,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-7783,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,39,LICENCIADO/BACHILLER,INGENIERIA,CONTABILIDAD
MCC-2020-7791,2020,CUSCO,LA CONVENCION,OCOBAMBA-KAQUEYCAYBAMBA,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-7801,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,28,LICENCIADO/BACHILLER,PRACTICANTE,CONTABILIDAD
MCC-2020-7860,2020,CUSCO,CUSCO,WANCHAQ,F,31,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2020-7874,2020,CUSCO,CUSCO,SANTIAGO,F,49,LICENCIADO/BACHILLER,INGENIERIA,DERECHO
MCC-2020-7886,2020,CUSCO,CUSCO,POROY,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2020-7887,2020,CUSCO,LA CONVENCION,OCOBAMBA-KAQUEYCAYBAMBA,F,31,LICENCIADO/BACHILLER,INDEPENDIENTE,CONTABILIDAD
MCC-2020-7928,2020,CUSCO,CUSCO,SAN JERONIMO,F,28,MAESTRIA,INDEPENDIENTE,CONTABILIDAD
MCC-2020-7939,2020,CUSCO,URUBAMBA,MARAS,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-7951,2020,CUSCO,CUSCO,SANTIAGO,M,31,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2020-7953,2020,CUSCO,CUSCO,WANCHAQ,M,33,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS SOCIALES
MCC-2020-7958,2020,CUSCO,CUSCO,SANTIAGO,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2020-7965,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2020-7995,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,25,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2020-7996,2020,CUSCO,CUSCO,SAN JERONIMO,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-8003,2020,CUSCO,CUSCO,POROY,M,27,ESTUDIANTE PREGRADO,PRACTICANTE,ADMINISTRACION
MCC-2020-8006,2020,CUSCO,CUSCO,CUSCO,M,31,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2020-8007,2020,CUSCO,CUSCO,SAN JERONIMO,F,31,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-8008,2020,CUSCO,CUSCO,CUSCO,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-8011,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,29,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8022,2020,CUSCO,CUSCO,SANTIAGO,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-8029,2020,CUSCO,CANAS,KUNTURKANKI,F,26,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2020-8036,2020,CUSCO,CUSCO,SANTIAGO,F,31,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-8039,2020,CUSCO,CUSCO,CUSCO,M,52,SECUNDARIA,LABORANDO,NO INFORMO
MCC-2020-8043,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,29,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2020-8044,2020,CUSCO,CANAS,YANAOCA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-8047,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,44,ESTUDIANTE PREGRADO,LABORANDO,COMPUTACION E INFORMATICA
MCC-2020-8085,2020,CUSCO,CUSCO,SANTIAGO,F,32,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8118,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-8132,2020,CUSCO,CALCA,CALCA,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8134,2020,CUSCO,CANCHIS,SICUANI,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2020-8212,2020,CUSCO,CANCHIS,SICUANI,F,26,ESTUDIANTE PREGRADO,INDEPENDIENTE,CONTABILIDAD
MCC-2020-8221,2020,CUSCO,CANCHIS,SICUANI,F,24,SECUNDARIA,INGENIERIA,CONTABILIDAD
MCC-2020-8225,2020,CUSCO,CUSCO,SAN JERONIMO,F,25,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2020-8251,2020,CUSCO,CUSCO,SANTIAGO,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS DE LA SALUD
MCC-2020-8267,2020,CUSCO,CUSCO,SANTIAGO,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8292,2020,CUSCO,CUSCO,SAN JERONIMO,M,27,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2020-8304,2020,CUSCO,CANCHIS,SICUANI,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-8323,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2020-8326,2020,CUSCO,CUSCO,SANTIAGO,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-8335,2020,CUSCO,URUBAMBA,URUBAMBA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-8339,2020,CUSCO,CUSCO,SANTIAGO,M,29,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2020-8349,2020,CUSCO,CANCHIS,SICUANI,F,32,TECNICO,INGENIERIA,CONTABILIDAD
MCC-2020-8359,2020,CUSCO,CUSCO,WANCHAQ,F,26,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-8384,2020,CUSCO,CUSCO,SAN JERONIMO,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2020-8423,2020,CUSCO,CUSCO,SANTIAGO,M,32,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA CIVIL
MCC-2020-8443,2020,CUSCO,CANAS,PAMPAMARCA,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,COMPUTACION E INFORMATICA
MCC-2020-8453,2020,CUSCO,CUSCO,WANCHAQ,M,42,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-8483,2020,CUSCO,CUSCO,SAN JERONIMO,F,25,LICENCIADO/BACHILLER,DESEMPLEADO,ARQUITECTURA
MCC-2020-8491,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,30,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA CIVIL
MCC-2020-8531,2020,CUSCO,CUSCO,SANTIAGO,M,28,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2020-8537,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-8540,2020,CUSCO,CHUMBIVILCAS,SANTO TOMAS,M,34,MAESTRIA,LABORANDO,ECONOMIA
MCC-2020-8551,2020,CUSCO,CUSCO,SANTIAGO,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-8563,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2020-8572,2020,CUSCO,CUSCO,CUSCO,M,38,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2020-8575,2020,CUSCO,CUSCO,SANTIAGO,M,29,LICENCIADO/BACHILLER,INDEPENDIENTE,INGENIERIA CIVIL
MCC-2020-8576,2020,CUSCO,ESPINAR,ESPINAR,M,26,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2020-8582,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,26,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-8583,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,28,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2020-8587,2020,CUSCO,LA CONVENCION,SANTA ANA,M,32,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8598,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,25,LICENCIADO/BACHILLER,PRACTICANTE,CONTABILIDAD
MCC-2020-8608,2020,CUSCO,CUSCO,SANTIAGO,F,26,LICENCIADO/BACHILLER,INGENIERIA,HISTORIADOR
MCC-2020-8612,2020,CUSCO,CUSCO,CUSCO,M,29,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-8628,2020,CUSCO,QUISPICANCHI,OCONGATE,F,22,ESTUDIANTE PREGRADO,DESEMPLEADO,COMPUTACION E INFORMATICA
MCC-2020-8629,2020,CUSCO,CALCA,PISAC,M,27,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA CIVIL
MCC-2020-8630,2020,CUSCO,URUBAMBA,MARAS,M,30,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-8632,2020,CUSCO,QUISPICANCHI,OROPESA,F,26,LICENCIADO/BACHILLER,PRACTICANTE,INGENIERIA INDUSTRIAL
MCC-2020-8641,2020,CUSCO,CUSCO,CUSCO,F,26,ESTUDIANTE PREGRADO,PRACTICANTE,ADMINISTRACION
MCC-2020-8652,2020,CUSCO,CHUMBIVILCAS,COLQUEMARCA,M,38,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-8699,2020,CUSCO,CANCHIS,SICUANI,M,23,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2020-8799,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,45,ESTUDIANTE PREGRADO,INDEPENDIENTE,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
MCC-2020-8811,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS DE LA COMUNICACION
MCC-2020-8825,2020,CUSCO,CUSCO,SANTIAGO,F,38,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-8849,2020,CUSCO,LA CONVENCION,PICHARI,M,43,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA AGRONOMA
MCC-2020-8879,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,24,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2020-8923,2020,CUSCO,CUSCO,SAN SEBASTIAN,M,23,SECUNDARIA,INGENIERIA,NO INFORMO
MCC-2020-8926,2020,CUSCO,CUSCO,CUSCO,M,27,ESTUDIANTE PREGRADO,LABORANDO,ECONOMIA
MCC-2020-8928,2020,CUSCO,CUSCO,SAN JERONIMO,F,26,LICENCIADO/BACHILLER,INGENIERIA,CONTABILIDAD
MCC-2020-8929,2020,CUSCO,ACOMAYO,ACOMAYO,F,25,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8959,2020,CUSCO,QUISPICANCHI,LUCRE,M,34,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2020-8971,2020,CUSCO,LA CONVENCION,SANTA ANA,F,24,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-8985,2020,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,F,27,LICENCIADO/BACHILLER,PRACTICANTE,DERECHO
MCC-2020-8990,2020,CUSCO,CUSCO,SAN JERONIMO,F,30,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-8997,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,31,LICENCIADO/BACHILLER,PRACTICANTE,CONTABILIDAD
MCC-2020-9037,2020,CUSCO,CUSCO,SAN JERONIMO,F,35,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-9060,2020,CUSCO,CUSCO,SANTIAGO,M,45,MAESTRIA,INDEPENDIENTE,ARQUITECTURA
MCC-2020-9061,2020,CUSCO,CUSCO,SAN JERONIMO,M,34,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2020-9076,2020,CUSCO,CUSCO,WANCHAQ,M,27,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2020-9107,2020,CUSCO,CUSCO,SANTIAGO,F,27,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-9145,2020,CUSCO,ESPINAR,COPORAQUE,M,32,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA AMBIENTAL
MCC-2020-9163,2020,CUSCO,CUSCO,SANTIAGO,M,20,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-9166,2020,CUSCO,CUSCO,SAN SEBASTIAN,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2021-0554,2021,CUSCO,CUSCO,POROY,F,50,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-0510,2021,CUSCO,CUSCO,SAYLLA,F,48,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS DE LA SALUD
MCC-2021-0579,2021,CUSCO,CUSCO,POROY,F,37,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2021-0476,2021,CUSCO,ESPINAR,ALTO PICHIGUA,F,38,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-0502,2021,CUSCO,CUSCO,SAYLLA,F,34,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2021-0488,2021,CUSCO,LA CONVENCION,SANTA ANA,M,33,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2021-0480,2021,CUSCO,CUSCO,SAYLLA,M,36,ESTUDIANTE PREGRADO,PRACTICANTE,ADMINISTRACION
MCC-2021-0467,2021,CUSCO,CUSCO,SAYLLA,F,33,MAESTRIA,LABORANDO,ADMINISTRACION
MCC-2021-0612,2021,CUSCO,CANCHIS,MARANGANI,M,30,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2021-0627,2021,CUSCO,CUSCO,SAYLLA,M,29,MAESTRIA,LABORANDO,DERECHO
MCC-2021-0537,2021,CUSCO,CANCHIS,MARANGANI,M,29,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-0596,2021,CUSCO,CUSCO,POROY,F,29,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-0486,2021,CUSCO,CUSCO,CCORCA,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-0484,2021,CUSCO,ANTA,ANCAHUASI,F,28,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2021-0626,2021,CUSCO,CUSCO,POROY,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-0454,2021,CUSCO,URUBAMBA,YUCAY,F,25,LICENCIADO/BACHILLER,ESTUDIANTE,EDUCACION
MCC-2021-0614,2021,CUSCO,CUSCO,POROY,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2021-0449,2021,CUSCO,ACOMAYO,ACOMAYO,F,27,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2021-0628,2021,CUSCO,CUSCO,SAYLLA,F,23,ESTUDIANTE PREGRADO,PRACTICANTE,ECONOMIA
MCC-2021-0459,2021,CUSCO,CUSCO,SAYLLA,F,24,ESTUDIANTE PREGRADO,PRACTICANTE,CONTABILIDAD
MCC-2021-0625,2021,CUSCO,CUSCO,POROY,F,22,ESTUDIANTE PREGRADO,PRACTICANTE,NO INFORMO
MCC-2021-0582,2021,CUSCO,QUISPICANCHI,URCOS,F,28,ESTUDIANTE PREGRADO,PRACTICANTE,CONTABILIDAD
MCC-2021-0520,2021,CUSCO,CUSCO,POROY,F,25,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2021-0521,2021,CUSCO,CUSCO,POROY,M,20,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-0464,2021,CUSCO,CUSCO,SAYLLA,F,28,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-0539,2021,CUSCO,CUSCO,POROY,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2021-0457,2021,CUSCO,CUSCO,CCORCA,F,24,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2021-0441,2021,CUSCO,CUSCO,SAN SEBASTIAN,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-0536,2021,CUSCO,CUSCO,SAYLLA,F,23,ESTUDIANTE PREGRADO,PRACTICANTE,DERECHO
MCC-2021-0556,2021,CUSCO,CUSCO,POROY,M,24,ESTUDIANTE PREGRADO,DESEMPLEADO,ECONOMIA
MCC-2021-0574,2021,CUSCO,CUSCO,SAYLLA,M,23,ESTUDIANTE PREGRADO,PRACTICANTE,CONTABILIDAD
MCC-2021-0590,2021,CUSCO,CANCHIS,PITUMARCA,F,24,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
